request_id,rq_time,start,end,nr_pax,orig_request_id
138,0,5028,5898,1,138
139,0,6255,4389,1,139
140,0,2661,5741,1,140
141,0,5038,6363,1,141
142,0,2284,2661,1,142
143,0,3969,6255,1,143
144,0,6363,5038,1,144
145,0,739,5004,1,145
146,0,6255,6321,1,146
147,0,2065,5028,1,147
148,0,5004,5535,1,148
149,0,6255,1038,1,149
150,0,1090,6420,1,150
151,0,6255,1932,1,151
152,0,6420,6255,1,152
153,0,5741,1038,1,153
154,0,5028,4176,1,154
155,0,5004,4945,1,155
156,0,5741,5004,1,156
157,0,5004,6255,1,157
158,0,3440,6420,1,158
159,0,2465,5028,1,159
160,0,5535,5004,1,160
161,0,1038,2661,1,161
162,0,1038,1038,1,162
163,0,5004,2065,1,163
164,0,2156,5038,1,164
165,0,2465,5038,1,165
166,0,5028,2065,1,166
167,0,5535,1038,1,167
168,0,5741,1038,1,168
169,0,2065,1038,1,169
170,0,6255,2065,1,170
171,0,4353,6255,1,171
172,0,2465,5038,1,172
173,0,6420,2065,1,173
174,0,2245,3340,1,174
175,0,2257,43,1,175
176,0,2465,1038,1,176
177,0,2065,1038,1,177
178,0,3321,6255,1,178
179,0,5028,2065,1,179
180,0,3969,1038,1,180
181,0,5028,281,1,181
182,0,1038,2284,1,182
183,0,5038,1038,1,183
184,0,1932,6255,1,184
185,119,3079,6255,1,185
186,119,5038,6255,1,186
187,119,5038,5535,1,187
188,119,4945,1858,1,188
189,119,5699,6420,1,189
190,119,528,6420,1,190
191,119,1038,2982,1,191
192,119,5004,2982,1,192
193,119,1038,2065,1,193
194,119,2465,6255,1,194
195,119,1038,2065,1,195
196,119,5004,2156,1,196
197,119,43,2284,1,197
198,119,2284,2065,1,198
199,119,739,5004,1,199
200,119,6363,5038,1,200
201,119,6420,5699,1,201
202,119,5038,2465,1,202
203,119,6363,5038,1,203
204,119,6255,6255,1,204
205,119,2065,5028,1,205
206,119,1090,6300,1,206
207,119,6255,3321,1,207
208,119,6255,1038,1,208
209,119,1038,1038,1,209
210,119,6255,1742,1,210
211,119,281,1038,1,211
212,119,1069,5494,1,212
213,119,1038,6255,1,213
214,119,4263,5038,1,214
215,119,5004,2156,1,215
216,119,5494,1069,1,216
217,119,300,6255,1,217
218,119,2065,5038,1,218
219,119,1090,2661,1,219
220,119,281,2245,1,220
221,119,5028,5741,1,221
222,239,4644,6255,1,222
223,239,5004,2982,1,223
224,239,5028,1038,1,224
225,239,5302,5004,1,225
226,239,5028,2065,1,226
227,239,6255,1858,1,227
228,239,281,6420,1,228
229,239,4644,6255,1,229
230,239,6255,2284,1,230
231,239,2465,5038,1,231
232,239,6255,2982,1,232
233,239,5028,1038,1,233
234,239,6420,2065,1,234
235,239,5535,5004,1,235
236,239,5038,6255,1,236
237,239,5038,4945,1,237
238,239,5004,269,1,238
239,239,2284,2065,1,239
240,239,6255,4644,1,240
241,239,1742,6255,1,241
242,239,1038,6255,1,242
243,239,1069,5494,1,243
244,239,6255,4353,1,244
245,239,5028,1038,1,245
246,239,5004,2661,1,246
247,239,5028,6166,1,247
248,239,5038,5535,1,248
249,239,2661,2284,1,249
250,239,5535,5004,1,250
251,239,6166,5028,1,251
252,239,6255,1858,1,252
253,239,5004,6255,1,253
254,239,4945,43,1,254
255,239,5741,2284,1,255
256,239,2284,2661,1,256
257,239,5038,4945,1,257
258,239,5038,281,1,258
259,239,5004,5741,1,259
260,239,5028,6255,1,260
261,239,5535,5004,1,261
262,239,5004,3289,1,262
263,239,5535,5038,1,263
264,239,5038,1684,1,264
265,239,6255,1038,1,265
266,239,2465,1038,1,266
267,239,2982,6187,1,267
268,239,1038,2284,1,268
269,239,5028,5741,1,269
270,239,1038,448,1,270
271,239,2284,5004,1,271
272,239,1038,3969,1,272
273,239,4830,5038,1,273
274,239,5741,2465,1,274
275,239,5038,1684,1,275
276,239,3079,6255,1,276
277,239,4945,1038,1,277
278,239,6255,5028,1,278
279,239,5004,5535,1,279
280,239,2465,5038,1,280
281,239,2465,6255,1,281
282,239,6255,1742,1,282
283,239,6255,2284,1,283
284,239,5004,4945,1,284
285,239,4074,5038,1,285
286,239,2284,6420,1,286
287,239,6255,1038,1,287
288,359,281,5038,1,288
289,359,6255,5028,1,289
290,359,6255,2284,1,290
291,359,6255,3079,1,291
292,359,5004,3129,1,292
293,359,1038,6300,1,293
294,359,5004,6255,1,294
295,359,2465,6255,1,295
296,359,6420,2065,1,296
297,359,6420,5699,1,297
298,359,4945,5004,1,298
299,359,6255,5028,1,299
300,359,5741,2661,1,300
301,359,6255,2284,1,301
302,359,1038,4954,1,302
303,359,2065,1038,1,303
304,359,5004,1038,1,304
305,359,5028,2065,1,305
306,359,281,1038,1,306
307,359,2156,5004,1,307
308,359,4353,6255,1,308
309,359,5004,5535,1,309
310,359,6255,6255,1,310
311,359,1932,1038,1,311
312,359,5028,1038,1,312
313,359,2065,5028,1,313
314,359,5028,2065,1,314
315,359,5038,4830,1,315
316,359,5004,5302,1,316
317,359,5535,5038,1,317
318,359,6255,2284,1,318
319,359,269,1038,1,319
320,359,1038,3466,1,320
321,359,5004,2284,1,321
322,359,2156,5004,1,322
323,359,5004,2065,1,323
324,359,6255,2284,1,324
325,359,5004,2284,1,325
326,359,281,5038,1,326
327,359,2065,5028,1,327
328,359,2257,5038,1,328
329,359,2465,5038,1,329
330,359,5038,5535,1,330
331,359,3829,43,1,331
332,359,1090,6300,1,332
333,359,1858,5028,1,333
334,359,6255,4954,1,334
335,359,2284,6255,1,335
336,359,5898,5028,1,336
337,359,1932,6420,1,337
338,359,1038,1038,1,338
339,359,5038,4830,1,339
340,359,1038,5741,1,340
341,359,6420,5741,1,341
342,359,5535,5004,1,342
343,359,2661,883,1,343
344,479,1932,2982,1,344
345,479,6255,6321,1,345
346,479,2982,1038,1,346
347,479,2284,1038,1,347
348,479,3129,5004,1,348
349,479,1038,6255,1,349
350,479,2065,6420,1,350
351,479,1038,5028,1,351
352,479,6420,2065,1,352
353,479,281,5028,1,353
354,479,5038,6255,1,354
355,479,1742,6255,1,355
356,479,1090,2661,1,356
357,479,5709,43,1,357
358,479,5028,1038,1,358
359,479,1038,281,1,359
360,479,5038,1684,1,360
361,479,1038,5028,1,361
362,479,5038,1038,1,362
363,479,3969,1038,1,363
364,479,2661,2284,1,364
365,479,5038,2284,1,365
366,479,1038,6255,1,366
367,479,2465,5028,1,367
368,479,1038,6255,1,368
369,479,1684,5038,1,369
370,479,6300,1090,1,370
371,479,6255,4353,1,371
372,479,6255,4353,1,372
373,479,1038,231,1,373
374,479,1038,269,1,374
375,479,5004,1038,1,375
376,479,2065,2661,1,376
377,479,6255,3969,1,377
378,479,6420,2065,1,378
379,479,1038,6255,1,379
380,479,5038,2065,1,380
381,479,2661,1090,1,381
382,479,6255,1008,1,382
383,479,1038,5028,1,383
384,479,5004,5535,1,384
385,479,43,2279,1,385
386,479,2629,5004,1,386
387,479,5038,281,1,387
388,479,2661,6321,1,388
389,479,6255,4353,1,389
390,479,1090,6300,1,390
391,479,1038,1038,1,391
392,479,2065,5028,1,392
393,599,1038,5028,1,393
394,599,281,5038,1,394
395,599,3276,1038,1,395
396,599,5028,1038,1,396
397,599,1038,6255,1,397
398,599,528,2661,1,398
399,599,6255,3969,1,399
400,599,2890,5004,1,400
401,599,1038,363,1,401
402,599,1038,2065,1,402
403,599,2065,6255,1,403
404,599,5004,2156,1,404
405,599,1038,2065,1,405
406,599,6255,1742,1,406
407,599,2982,6255,1,407
408,599,6255,6255,1,408
409,599,2661,5369,1,409
410,599,1038,3969,1,410
411,599,6255,1038,1,411
412,599,2661,5741,1,412
413,599,2065,5038,1,413
414,599,3969,1038,1,414
415,599,6420,2803,1,415
416,599,6420,2065,1,416
417,599,5535,1038,1,417
418,599,1038,5028,1,418
419,599,5004,2661,1,419
420,599,6255,6321,1,420
421,599,6420,5699,1,421
422,599,6255,4389,1,422
423,599,2284,3444,1,423
424,599,1557,6420,1,424
425,599,2065,5028,1,425
426,599,5028,2216,1,426
427,599,6255,2982,1,427
428,599,1038,2284,1,428
429,599,4886,4954,1,429
430,599,5038,2284,1,430
431,599,1557,6420,1,431
432,599,5038,4830,1,432
433,599,6300,1038,1,433
434,599,5004,4945,1,434
435,599,1038,3969,1,435
436,599,281,5028,1,436
437,599,5004,5535,1,437
438,599,5369,5038,1,438
439,719,5028,1038,1,439
440,719,2661,5535,1,440
441,719,1038,2661,1,441
442,719,3129,2661,1,442
443,719,6363,5038,1,443
444,719,43,6255,1,444
445,719,6255,2065,1,445
446,719,2465,6255,1,446
447,719,6255,2284,1,447
448,719,1069,5494,1,448
449,719,5028,4176,1,449
450,719,1038,6255,1,450
451,719,5004,739,1,451
452,719,5028,2401,1,452
453,719,1932,2803,1,453
454,719,5004,2065,1,454
455,719,1038,2284,1,455
456,719,5699,6420,1,456
457,719,6255,6255,1,457
458,719,1932,5004,1,458
459,719,3079,6255,1,459
460,719,1038,6255,1,460
461,719,5038,4074,1,461
462,719,5028,1038,1,462
463,719,6255,2465,1,463
464,719,5004,2284,1,464
465,719,2284,5004,1,465
466,719,5741,2661,1,466
467,719,6420,2065,1,467
468,719,2284,2661,1,468
469,719,5898,5028,1,469
470,719,5038,281,1,470
471,719,5028,1038,1,471
472,719,2156,5038,1,472
473,719,1038,5535,1,473
474,719,6255,2065,1,474
475,719,5741,5028,1,475
476,719,1038,3466,1,476
477,719,2284,1038,1,477
478,719,1090,6300,1,478
479,719,1069,5494,1,479
480,719,1038,2982,1,480
481,719,2284,5038,1,481
482,719,6255,1742,1,482
483,719,6255,6255,1,483
484,719,2982,6187,1,484
485,719,3340,2661,1,485
486,719,43,1858,1,486
487,719,6255,2065,1,487
488,719,6420,281,1,488
489,719,43,2661,1,489
490,719,4945,5004,1,490
491,719,5028,6255,1,491
492,719,5038,4263,1,492
493,719,2284,1038,1,493
494,719,2284,5038,1,494
495,719,6255,5028,1,495
496,719,5369,5038,1,496
497,719,1008,5004,1,497
498,719,3440,6420,1,498
499,719,281,5038,1,499
500,719,4644,6255,1,500
501,839,5038,4830,1,501
502,839,2890,2982,1,502
503,839,1090,2661,1,503
504,839,1684,5038,1,504
505,839,5028,4271,1,505
506,839,5028,5004,1,506
507,839,5004,2661,1,507
508,839,2065,1038,1,508
509,839,6255,2284,1,509
510,839,3340,5004,1,510
511,839,6255,2982,1,511
512,839,1932,4954,1,512
513,839,281,5038,1,513
514,839,4975,1038,1,514
515,839,5038,2284,1,515
516,839,6255,1038,1,516
517,839,1038,3276,1,517
518,839,2661,6255,1,518
519,839,5004,6255,1,519
520,839,6420,2065,1,520
521,839,5028,281,1,521
522,839,1742,6255,1,522
523,839,1038,6255,1,523
524,839,5028,1684,1,524
525,839,5004,5741,1,525
526,839,3444,6255,1,526
527,839,2284,5004,1,527
528,839,5004,6255,1,528
529,839,1038,6255,1,529
530,839,5004,2284,1,530
531,839,3440,6420,1,531
532,839,1038,5028,1,532
533,839,2284,6255,1,533
534,839,5028,2065,1,534
535,839,4263,5038,1,535
536,839,5038,4945,1,536
537,839,5028,1038,1,537
538,839,2065,5028,1,538
539,839,2065,6255,1,539
540,839,5028,1684,1,540
541,839,2465,1038,1,541
542,839,1090,6300,1,542
543,839,1038,5741,1,543
544,839,2065,1038,1,544
545,839,2065,1038,1,545
546,839,281,6420,1,546
547,839,6255,1742,1,547
548,839,5038,4074,1,548
549,839,1932,6255,1,549
550,839,1038,2185,1,550
551,839,6255,5028,1,551
552,839,6198,4954,1,552
553,839,2284,5004,1,553
554,959,5302,5004,1,554
555,959,1038,6255,1,555
556,959,2284,2982,1,556
557,959,6255,2065,1,557
558,959,1038,5004,1,558
559,959,6300,2982,1,559
560,959,184,6255,1,560
561,959,5038,2065,1,561
562,959,2284,5004,1,562
563,959,269,1038,1,563
564,959,6255,1742,1,564
565,959,6255,1038,1,565
566,959,6255,3079,1,566
567,959,5004,448,1,567
568,959,2065,1038,1,568
569,959,2065,6255,1,569
570,959,5038,4830,1,570
571,959,2156,5038,1,571
572,959,2284,5004,1,572
573,959,6420,281,1,573
574,959,2661,1090,1,574
575,959,1038,5535,1,575
576,959,5004,739,1,576
577,959,5494,1069,1,577
578,959,5741,2661,1,578
579,959,6255,1008,1,579
580,959,6255,6255,1,580
581,959,281,6420,1,581
582,959,5038,5369,1,582
583,959,1038,5369,1,583
584,959,6255,6420,1,584
585,959,6255,4389,1,585
586,959,5004,1932,1,586
587,959,2982,6187,1,587
588,959,5028,6166,1,588
589,959,5004,43,1,589
590,959,5038,1038,1,590
591,959,6255,1932,1,591
592,959,4945,5038,1,592
593,959,2065,2065,1,593
594,959,6255,2982,1,594
595,959,2284,5004,1,595
596,959,2065,5004,1,596
597,959,1684,5038,1,597
598,959,6255,4644,1,598
599,959,281,5038,1,599
600,959,5028,4859,1,600
601,959,5004,2065,1,601
602,959,6420,2065,1,602
603,959,5699,6420,1,603
604,959,1858,5004,1,604
605,959,4868,5028,1,605
606,959,3129,5004,1,606
607,959,5038,5535,1,607
608,959,300,6255,1,608
609,959,5535,4954,1,609
610,959,184,6255,1,610
611,959,5028,1038,1,611
612,959,5038,2284,1,612
613,959,6255,300,1,613
614,959,6255,2065,1,614
615,959,5038,1038,1,615
616,959,1038,1038,1,616
617,959,281,5028,1,617
618,959,6300,5004,1,618
619,1079,5028,1684,1,619
620,1079,3079,6255,1,620
621,1079,6255,1038,1,621
622,1079,281,6255,1,622
623,1079,3969,6255,1,623
624,1079,1038,2284,1,624
625,1079,5004,2065,1,625
626,1079,2661,2661,1,626
627,1079,1038,1090,1,627
628,1079,1069,5494,1,628
629,1079,6255,2065,1,629
630,1079,2661,5004,1,630
631,1079,1038,5741,1,631
632,1079,4074,5038,1,632
633,1079,5763,2284,1,633
634,1079,5028,2065,1,634
635,1079,6363,5038,1,635
636,1079,5004,5535,1,636
637,1079,5028,6255,1,637
638,1079,3206,4353,1,638
639,1079,5028,2284,1,639
640,1079,6420,3440,1,640
641,1079,3079,6255,1,641
642,1079,5038,4074,1,642
643,1079,5004,2144,1,643
644,1079,5004,2982,1,644
645,1079,6420,1557,1,645
646,1079,4975,6255,1,646
647,1079,5028,1038,1,647
648,1079,3969,1038,1,648
649,1079,1038,5038,1,649
650,1079,2284,5038,1,650
651,1079,6255,6255,1,651
652,1079,1038,89,1,652
653,1079,4868,2245,1,653
654,1079,6255,5028,1,654
655,1079,2065,4945,1,655
656,1079,281,5038,1,656
657,1079,1684,5038,1,657
658,1079,1858,43,1,658
659,1079,5038,1038,1,659
660,1079,5004,2982,1,660
661,1079,2982,5028,1,661
662,1079,5004,5741,1,662
663,1079,1038,3969,1,663
664,1079,2156,6255,1,664
665,1079,5038,4263,1,665
666,1079,6255,6255,1,666
667,1079,5038,281,1,667
668,1079,5038,4830,1,668
669,1079,6255,2156,1,669
670,1079,1932,6255,1,670
671,1079,6255,2661,1,671
672,1079,6255,6255,1,672
673,1079,1090,6300,1,673
674,1079,1038,2284,1,674
675,1079,1090,3440,1,675
676,1079,3079,6255,1,676
677,1079,6255,4353,1,677
678,1079,1038,2065,1,678
679,1079,2982,6255,1,679
680,1079,2284,6255,1,680
681,1079,5535,6255,1,681
682,1079,6420,3440,1,682
683,1079,6255,2982,1,683
684,1079,6255,5028,1,684
685,1079,5004,5059,1,685
686,1199,2982,6187,1,686
687,1199,2982,1932,1,687
688,1199,2465,5028,1,688
689,1199,6170,6255,1,689
690,1199,2065,6420,1,690
691,1199,5028,4176,1,691
692,1199,1932,2982,1,692
693,1199,5535,5038,1,693
694,1199,6255,2284,1,694
695,1199,6420,3440,1,695
696,1199,2065,6255,1,696
697,1199,6255,300,1,697
698,1199,5494,1069,1,698
699,1199,5004,883,1,699
700,1199,6255,1038,1,700
701,1199,5038,2284,1,701
702,1199,5535,5038,1,702
703,1199,1038,5038,1,703
704,1199,6420,2065,1,704
705,1199,6255,2465,1,705
706,1199,5038,2156,1,706
707,1199,1858,5028,1,707
708,1199,5741,2661,1,708
709,1199,2982,5004,1,709
710,1199,5004,2065,1,710
711,1199,3969,6255,1,711
712,1199,6187,6255,1,712
713,1199,4353,6255,1,713
714,1199,5028,1684,1,714
715,1199,1069,5494,1,715
716,1199,2982,2661,1,716
717,1199,1038,2465,1,717
718,1199,2065,6255,1,718
719,1199,5004,2661,1,719
720,1199,4644,6255,1,720
721,1199,4353,6255,1,721
722,1199,2465,5028,1,722
723,1199,5038,2156,1,723
724,1199,2065,6255,1,724
725,1199,4830,5038,1,725
726,1199,6255,2065,1,726
727,1199,5028,6255,1,727
728,1199,4271,5028,1,728
729,1199,1090,2661,1,729
730,1199,2065,2065,1,730
731,1199,6255,2465,1,731
732,1199,5038,2465,1,732
733,1199,6255,6321,1,733
734,1199,2065,5028,1,734
735,1199,4954,5028,1,735
736,1199,5038,4945,1,736
737,1199,6255,2065,1,737
738,1199,5004,3340,1,738
739,1199,2065,6420,1,739
740,1199,5038,4074,1,740
741,1199,2065,6420,1,741
742,1199,231,1038,1,742
743,1199,6166,5028,1,743
744,1199,6420,1557,1,744
745,1199,2661,4868,1,745
746,1199,5038,6363,1,746
747,1199,6255,5028,1,747
748,1199,6420,3440,1,748
749,1199,2065,6420,1,749
750,1199,4756,5004,1,750
751,1199,4830,5038,1,751
752,1199,2284,1038,1,752
753,1199,6255,4353,1,753
754,1199,2065,6255,1,754
755,1199,1932,6255,1,755
756,1199,6420,2065,1,756
757,1199,1008,5004,1,757
758,1199,5038,1038,1,758
759,1199,4214,5004,1,759
760,1199,6255,2284,1,760
761,1199,883,2661,1,761
762,1199,2156,5038,1,762
763,1319,5038,6363,1,763
764,1319,6255,1008,1,764
765,1319,6255,1038,1,765
766,1319,6255,4353,1,766
767,1319,1742,6255,1,767
768,1319,6255,6170,1,768
769,1319,5535,5004,1,769
770,1319,5302,5004,1,770
771,1319,1038,2221,1,771
772,1319,5004,5741,1,772
773,1319,1038,5038,1,773
774,1319,5004,2216,1,774
775,1319,528,2661,1,775
776,1319,5028,1684,1,776
777,1319,1858,5028,1,777
778,1319,5898,5028,1,778
779,1319,1069,5494,1,779
780,1319,4389,6255,1,780
781,1319,281,6420,1,781
782,1319,5028,1684,1,782
783,1319,5038,4830,1,783
784,1319,5741,2661,1,784
785,1319,2065,5028,1,785
786,1319,5004,5741,1,786
787,1319,5004,5302,1,787
788,1319,1742,6255,1,788
789,1319,1038,1038,1,789
790,1319,1684,5028,1,790
791,1319,5741,2661,1,791
792,1319,5004,5535,1,792
793,1319,2661,43,1,793
794,1319,5028,1684,1,794
795,1319,5741,1932,1,795
796,1319,43,2890,1,796
797,1319,2065,5038,1,797
798,1319,6255,1038,1,798
799,1319,2065,6255,1,799
800,1319,1038,5741,1,800
801,1319,1090,6300,1,801
802,1319,2284,5028,1,802
803,1319,6255,2156,1,803
804,1319,2284,43,1,804
805,1319,4945,1038,1,805
806,1319,5494,1069,1,806
807,1319,2065,2661,1,807
808,1319,4214,5004,1,808
809,1319,6420,1557,1,809
810,1319,2065,5004,1,810
811,1319,5369,5038,1,811
812,1319,1090,6300,1,812
813,1319,5038,2284,1,813
814,1319,1038,5028,1,814
815,1319,1742,6255,1,815
816,1319,2890,1038,1,816
817,1319,5038,2465,1,817
818,1319,2065,1038,1,818
819,1319,6255,2245,1,819
820,1319,3969,1038,1,820
821,1319,5038,1038,1,821
822,1319,4353,6255,1,822
823,1319,1038,5028,1,823
824,1319,1038,2661,1,824
825,1319,2245,6255,1,825
826,1319,5059,5004,1,826
827,1319,2284,6255,1,827
828,1319,5038,4263,1,828
829,1319,5369,5038,1,829
830,1319,6420,2065,1,830
831,1319,6300,1090,1,831
832,1319,5302,5004,1,832
833,1439,5028,2065,1,833
834,1439,2065,5028,1,834
835,1439,6255,6420,1,835
836,1439,5004,5535,1,836
837,1439,1858,1038,1,837
838,1439,4945,1038,1,838
839,1439,5038,1038,1,839
840,1439,5028,1038,1,840
841,1439,5494,1069,1,841
842,1439,6255,2065,1,842
843,1439,6255,2156,1,843
844,1439,2982,6300,1,844
845,1439,1038,6255,1,845
846,1439,5028,4176,1,846
847,1439,5038,4074,1,847
848,1439,1038,6498,1,848
849,1439,1038,281,1,849
850,1439,5038,2237,1,850
851,1439,6255,2284,1,851
852,1439,1038,1038,1,852
853,1439,5004,1932,1,853
854,1439,2156,5004,1,854
855,1439,2284,5038,1,855
856,1439,43,5494,1,856
857,1439,6498,1038,1,857
858,1439,1932,5004,1,858
859,1439,3466,5741,1,859
860,1439,5004,2982,1,860
861,1439,1557,6420,1,861
862,1439,2065,5028,1,862
863,1439,5741,5004,1,863
864,1439,1069,5494,1,864
865,1439,1038,3276,1,865
866,1439,5004,2284,1,866
867,1439,1684,5028,1,867
868,1439,4176,5028,1,868
869,1439,5898,5028,1,869
870,1439,5004,2982,1,870
871,1439,883,43,1,871
872,1439,4954,5028,1,872
873,1439,4954,4859,1,873
874,1439,5004,2065,1,874
875,1439,2284,5004,1,875
876,1439,5038,1038,1,876
877,1439,1038,2661,1,877
878,1439,6255,5028,1,878
879,1439,5741,1932,1,879
880,1439,5028,4954,1,880
881,1439,4389,6255,1,881
882,1439,6255,2284,1,882
883,1439,6255,4644,1,883
884,1439,5028,2065,1,884
885,1439,6363,5038,1,885
886,1439,3079,6255,1,886
887,1439,5038,4830,1,887
888,1439,2279,4954,1,888
889,1439,184,6255,1,889
890,1439,5028,6255,1,890
891,1439,5004,5741,1,891
892,1439,2661,5898,1,892
893,1439,6300,1090,1,893
894,1439,2065,6420,1,894
895,1439,1008,6255,1,895
896,1439,5004,5535,1,896
897,1439,4975,1038,1,897
898,1439,1038,1038,1,898
899,1439,6300,5004,1,899
900,1439,5004,5535,1,900
901,1439,739,5004,1,901
902,1439,5038,4074,1,902
903,1439,4954,2065,1,903
904,1439,6255,4644,1,904
905,1439,1038,4886,1,905
906,1439,3289,1038,1,906
907,1439,5028,1684,1,907
908,1439,2629,5004,1,908
909,1439,6420,6255,1,909
910,1439,739,5004,1,910
911,1439,1684,5028,1,911
912,1439,2156,5004,1,912
913,1439,6255,300,1,913
914,1439,4954,1090,1,914
915,1439,5059,5004,1,915
916,1439,5004,3129,1,916
917,1439,1008,5004,1,917
918,1439,2284,5004,1,918
919,1439,43,2661,1,919
920,1439,2465,6255,1,920
921,1439,5038,281,1,921
922,1439,6255,2065,1,922
923,1439,5004,739,1,923
924,1439,2065,6255,1,924
925,1559,2221,4353,1,925
926,1559,5741,3340,1,926
927,1559,2465,6255,1,927
928,1559,6255,1038,1,928
929,1559,2065,6420,1,929
930,1559,5038,4945,1,930
931,1559,43,5535,1,931
932,1559,5028,1038,1,932
933,1559,6255,5038,1,933
934,1559,5028,1684,1,934
935,1559,281,1038,1,935
936,1559,2284,1038,1,936
937,1559,2982,5004,1,937
938,1559,1038,3969,1,938
939,1559,2156,5038,1,939
940,1559,4389,6255,1,940
941,1559,6255,4389,1,941
942,1559,2982,5535,1,942
943,1559,5038,2156,1,943
944,1559,6170,6255,1,944
945,1559,2284,5898,1,945
946,1559,2065,6255,1,946
947,1559,4176,5028,1,947
948,1559,3079,5028,1,948
949,1559,2065,6255,1,949
950,1559,5038,5535,1,950
951,1559,1008,6255,1,951
952,1559,6255,2284,1,952
953,1559,6255,1008,1,953
954,1559,2982,1038,1,954
955,1559,1069,5494,1,955
956,1559,6255,6255,1,956
957,1559,4049,1932,1,957
958,1559,1008,6255,1,958
959,1559,2982,6255,1,959
960,1559,2065,5028,1,960
961,1559,281,5038,1,961
962,1559,6255,5004,1,962
963,1559,1069,5494,1,963
964,1559,4945,5038,1,964
965,1559,2465,5038,1,965
966,1559,5004,3129,1,966
967,1559,281,5028,1,967
968,1559,1038,3969,1,968
969,1559,4830,5038,1,969
970,1559,5038,4074,1,970
971,1559,5004,5535,1,971
972,1559,2065,6420,1,972
973,1559,4353,6255,1,973
974,1559,3440,6420,1,974
975,1559,6255,2284,1,975
976,1559,5028,2065,1,976
977,1559,4644,6255,1,977
