request_id,rq_time,start,end,nr_pax,orig_request_id
102,479,6255,1932,1,102
103,479,883,5004,1,103
104,479,1008,6255,1,104
105,479,1090,5741,1,105
106,479,1038,883,1,106
107,479,5741,5741,1,107
108,479,6255,300,1,108
109,479,6498,1038,1,109
110,479,2465,5028,1,110
111,479,2465,6255,1,111
112,479,6420,281,1,112
113,479,5494,1069,1,113
114,479,281,6420,1,114
115,479,1932,6255,1,115
116,479,5038,4945,1,116
117,479,5038,2156,1,117
118,479,5741,5535,1,118
119,479,6420,2065,1,119
120,479,6255,6255,1,120
121,479,3079,6255,1,121
122,479,6255,2065,1,122
123,479,2065,6420,1,123
124,479,6420,2065,1,124
125,479,43,6300,1,125
126,479,6300,1090,1,126
127,479,6420,3440,1,127
128,479,6255,1858,1,128
129,479,6420,3440,1,129
130,479,3340,2661,1,130
131,479,5038,2465,1,131
132,599,2982,6255,1,132
133,599,5535,5004,1,133
134,599,2065,5028,1,134
135,599,6255,4644,1,135
136,599,2065,6420,1,136
137,599,2982,6300,1,137
138,599,5028,5898,1,138
139,599,6255,4389,1,139
140,599,2661,5741,1,140
141,599,5038,6363,1,141
142,599,2284,2661,1,142
143,599,3969,6255,1,143
144,599,6363,5038,1,144
145,599,739,5004,1,145
146,599,6255,6321,1,146
147,599,2065,5028,1,147
148,599,5004,5535,1,148
149,599,6255,1038,1,149
150,599,1090,6420,1,150
151,599,6255,1932,1,151
152,599,6420,6255,1,152
153,599,5741,1038,1,153
154,599,5028,4176,1,154
155,599,5004,4945,1,155
156,599,5741,5004,1,156
157,599,5004,6255,1,157
158,599,3440,6420,1,158
159,599,2465,5028,1,159
160,599,5535,5004,1,160
161,599,1038,2661,1,161
162,599,1038,1038,1,162
163,599,5004,2065,1,163
164,599,2156,5038,1,164
165,599,2465,5038,1,165
166,599,5028,2065,1,166
167,599,5535,1038,1,167
168,599,5741,1038,1,168
169,599,2065,1038,1,169
170,599,6255,2065,1,170
171,599,4353,6255,1,171
172,599,2465,5038,1,172
173,599,6420,2065,1,173
174,599,2245,3340,1,174
175,599,2257,43,1,175
176,599,2465,1038,1,176
177,599,2065,1038,1,177
178,599,3321,6255,1,178
179,599,5028,2065,1,179
180,599,3969,1038,1,180
181,599,5028,281,1,181
182,599,1038,2284,1,182
183,599,5038,1038,1,183
184,599,1932,6255,1,184
185,719,3079,6255,1,185
186,719,5038,6255,1,186
187,719,5038,5535,1,187
188,719,4945,1858,1,188
189,719,5699,6420,1,189
190,719,528,6420,1,190
191,719,1038,2982,1,191
192,719,5004,2982,1,192
193,719,1038,2065,1,193
194,719,2465,6255,1,194
195,719,1038,2065,1,195
196,719,5004,2156,1,196
197,719,43,2284,1,197
198,719,2284,2065,1,198
199,719,739,5004,1,199
200,719,6363,5038,1,200
201,719,6420,5699,1,201
202,719,5038,2465,1,202
203,719,6363,5038,1,203
204,719,6255,6255,1,204
205,719,2065,5028,1,205
206,719,1090,6300,1,206
207,719,6255,3321,1,207
208,719,6255,1038,1,208
209,719,1038,1038,1,209
210,719,6255,1742,1,210
211,719,281,1038,1,211
212,719,1069,5494,1,212
213,719,1038,6255,1,213
214,719,4263,5038,1,214
215,719,5004,2156,1,215
216,719,5494,1069,1,216
217,719,300,6255,1,217
218,719,2065,5038,1,218
219,719,1090,2661,1,219
220,719,281,2245,1,220
221,719,5028,5741,1,221
222,839,4644,6255,1,222
223,839,5004,2982,1,223
224,839,5028,1038,1,224
225,839,5302,5004,1,225
226,839,5028,2065,1,226
227,839,6255,1858,1,227
228,839,281,6420,1,228
229,839,4644,6255,1,229
230,839,6255,2284,1,230
231,839,2465,5038,1,231
232,839,6255,2982,1,232
233,839,5028,1038,1,233
234,839,6420,2065,1,234
235,839,5535,5004,1,235
236,839,5038,6255,1,236
237,839,5038,4945,1,237
238,839,5004,269,1,238
239,839,2284,2065,1,239
240,839,6255,4644,1,240
241,839,1742,6255,1,241
242,839,1038,6255,1,242
243,839,1069,5494,1,243
244,839,6255,4353,1,244
245,839,5028,1038,1,245
246,839,5004,2661,1,246
247,839,5028,6166,1,247
248,839,5038,5535,1,248
249,839,2661,2284,1,249
250,839,5535,5004,1,250
251,839,6166,5028,1,251
252,839,6255,1858,1,252
253,839,5004,6255,1,253
254,839,4945,43,1,254
255,839,5741,2284,1,255
256,839,2284,2661,1,256
257,839,5038,4945,1,257
258,839,5038,281,1,258
259,839,5004,5741,1,259
260,839,5028,6255,1,260
261,839,5535,5004,1,261
262,839,5004,3289,1,262
263,839,5535,5038,1,263
264,839,5038,1684,1,264
265,839,6255,1038,1,265
266,839,2465,1038,1,266
267,839,2982,6187,1,267
268,839,1038,2284,1,268
269,839,5028,5741,1,269
270,839,1038,448,1,270
271,839,2284,5004,1,271
272,839,1038,3969,1,272
273,839,4830,5038,1,273
274,839,5741,2465,1,274
275,839,5038,1684,1,275
276,839,3079,6255,1,276
277,839,4945,1038,1,277
278,839,6255,5028,1,278
279,839,5004,5535,1,279
280,839,2465,5038,1,280
281,839,2465,6255,1,281
282,839,6255,1742,1,282
283,839,6255,2284,1,283
284,839,5004,4945,1,284
285,839,4074,5038,1,285
286,839,2284,6420,1,286
287,839,6255,1038,1,287
288,959,281,5038,1,288
289,959,6255,5028,1,289
290,959,6255,2284,1,290
291,959,6255,3079,1,291
292,959,5004,3129,1,292
293,959,1038,6300,1,293
294,959,5004,6255,1,294
295,959,2465,6255,1,295
296,959,6420,2065,1,296
297,959,6420,5699,1,297
298,959,4945,5004,1,298
299,959,6255,5028,1,299
300,959,5741,2661,1,300
301,959,6255,2284,1,301
302,959,1038,4954,1,302
303,959,2065,1038,1,303
304,959,5004,1038,1,304
305,959,5028,2065,1,305
306,959,281,1038,1,306
307,959,2156,5004,1,307
308,959,4353,6255,1,308
309,959,5004,5535,1,309
310,959,6255,6255,1,310
311,959,1932,1038,1,311
312,959,5028,1038,1,312
313,959,2065,5028,1,313
314,959,5028,2065,1,314
315,959,5038,4830,1,315
316,959,5004,5302,1,316
317,959,5535,5038,1,317
318,959,6255,2284,1,318
319,959,269,1038,1,319
320,959,1038,3466,1,320
321,959,5004,2284,1,321
322,959,2156,5004,1,322
323,959,5004,2065,1,323
324,959,6255,2284,1,324
325,959,5004,2284,1,325
326,959,281,5038,1,326
327,959,2065,5028,1,327
328,959,2257,5038,1,328
329,959,2465,5038,1,329
330,959,5038,5535,1,330
331,959,3829,43,1,331
332,959,1090,6300,1,332
333,959,1858,5028,1,333
334,959,6255,4954,1,334
335,959,2284,6255,1,335
336,959,5898,5028,1,336
337,959,1932,6420,1,337
338,959,1038,1038,1,338
339,959,5038,4830,1,339
340,959,1038,5741,1,340
341,959,6420,5741,1,341
342,959,5535,5004,1,342
343,959,2661,883,1,343
344,1079,1932,2982,1,344
345,1079,6255,6321,1,345
346,1079,2982,1038,1,346
347,1079,2284,1038,1,347
348,1079,3129,5004,1,348
349,1079,1038,6255,1,349
350,1079,2065,6420,1,350
351,1079,1038,5028,1,351
352,1079,6420,2065,1,352
353,1079,281,5028,1,353
354,1079,5038,6255,1,354
355,1079,1742,6255,1,355
356,1079,1090,2661,1,356
357,1079,5709,43,1,357
358,1079,5028,1038,1,358
359,1079,1038,281,1,359
360,1079,5038,1684,1,360
361,1079,1038,5028,1,361
362,1079,5038,1038,1,362
363,1079,3969,1038,1,363
364,1079,2661,2284,1,364
365,1079,5038,2284,1,365
366,1079,1038,6255,1,366
367,1079,2465,5028,1,367
368,1079,1038,6255,1,368
369,1079,1684,5038,1,369
370,1079,6300,1090,1,370
371,1079,6255,4353,1,371
372,1079,6255,4353,1,372
373,1079,1038,231,1,373
374,1079,1038,269,1,374
375,1079,5004,1038,1,375
376,1079,2065,2661,1,376
377,1079,6255,3969,1,377
378,1079,6420,2065,1,378
379,1079,1038,6255,1,379
380,1079,5038,2065,1,380
381,1079,2661,1090,1,381
382,1079,6255,1008,1,382
383,1079,1038,5028,1,383
384,1079,5004,5535,1,384
385,1079,43,2279,1,385
386,1079,2629,5004,1,386
387,1079,5038,281,1,387
388,1079,2661,6321,1,388
389,1079,6255,4353,1,389
390,1079,1090,6300,1,390
391,1079,1038,1038,1,391
392,1079,2065,5028,1,392
393,1199,1038,5028,1,393
394,1199,281,5038,1,394
395,1199,3276,1038,1,395
396,1199,5028,1038,1,396
397,1199,1038,6255,1,397
398,1199,528,2661,1,398
399,1199,6255,3969,1,399
400,1199,2890,5004,1,400
401,1199,1038,363,1,401
402,1199,1038,2065,1,402
403,1199,2065,6255,1,403
404,1199,5004,2156,1,404
405,1199,1038,2065,1,405
406,1199,6255,1742,1,406
407,1199,2982,6255,1,407
408,1199,6255,6255,1,408
409,1199,2661,5369,1,409
410,1199,1038,3969,1,410
411,1199,6255,1038,1,411
412,1199,2661,5741,1,412
413,1199,2065,5038,1,413
414,1199,3969,1038,1,414
415,1199,6420,2803,1,415
416,1199,6420,2065,1,416
417,1199,5535,1038,1,417
418,1199,1038,5028,1,418
419,1199,5004,2661,1,419
420,1199,6255,6321,1,420
421,1199,6420,5699,1,421
422,1199,6255,4389,1,422
423,1199,2284,3444,1,423
424,1199,1557,6420,1,424
425,1199,2065,5028,1,425
426,1199,5028,2216,1,426
427,1199,6255,2982,1,427
428,1199,1038,2284,1,428
429,1199,4886,4954,1,429
430,1199,5038,2284,1,430
431,1199,1557,6420,1,431
432,1199,5038,4830,1,432
433,1199,6300,1038,1,433
434,1199,5004,4945,1,434
435,1199,1038,3969,1,435
436,1199,281,5028,1,436
437,1199,5004,5535,1,437
438,1199,5369,5038,1,438
439,1319,5028,1038,1,439
440,1319,2661,5535,1,440
441,1319,1038,2661,1,441
442,1319,3129,2661,1,442
443,1319,6363,5038,1,443
444,1319,43,6255,1,444
445,1319,6255,2065,1,445
446,1319,2465,6255,1,446
447,1319,6255,2284,1,447
448,1319,1069,5494,1,448
449,1319,5028,4176,1,449
450,1319,1038,6255,1,450
451,1319,5004,739,1,451
452,1319,5028,2401,1,452
453,1319,1932,2803,1,453
454,1319,5004,2065,1,454
455,1319,1038,2284,1,455
456,1319,5699,6420,1,456
457,1319,6255,6255,1,457
458,1319,1932,5004,1,458
459,1319,3079,6255,1,459
460,1319,1038,6255,1,460
461,1319,5038,4074,1,461
462,1319,5028,1038,1,462
463,1319,6255,2465,1,463
464,1319,5004,2284,1,464
465,1319,2284,5004,1,465
466,1319,5741,2661,1,466
467,1319,6420,2065,1,467
468,1319,2284,2661,1,468
469,1319,5898,5028,1,469
470,1319,5038,281,1,470
471,1319,5028,1038,1,471
472,1319,2156,5038,1,472
473,1319,1038,5535,1,473
474,1319,6255,2065,1,474
475,1319,5741,5028,1,475
476,1319,1038,3466,1,476
477,1319,2284,1038,1,477
478,1319,1090,6300,1,478
479,1319,1069,5494,1,479
480,1319,1038,2982,1,480
481,1319,2284,5038,1,481
482,1319,6255,1742,1,482
483,1319,6255,6255,1,483
484,1319,2982,6187,1,484
485,1319,3340,2661,1,485
486,1319,43,1858,1,486
487,1319,6255,2065,1,487
488,1319,6420,281,1,488
489,1319,43,2661,1,489
490,1319,4945,5004,1,490
491,1319,5028,6255,1,491
492,1319,5038,4263,1,492
493,1319,2284,1038,1,493
494,1319,2284,5038,1,494
495,1319,6255,5028,1,495
496,1319,5369,5038,1,496
497,1319,1008,5004,1,497
498,1319,3440,6420,1,498
499,1319,281,5038,1,499
500,1319,4644,6255,1,500
501,1439,5038,4830,1,501
502,1439,2890,2982,1,502
503,1439,1090,2661,1,503
504,1439,1684,5038,1,504
505,1439,5028,4271,1,505
506,1439,5028,5004,1,506
507,1439,5004,2661,1,507
508,1439,2065,1038,1,508
509,1439,6255,2284,1,509
510,1439,3340,5004,1,510
511,1439,6255,2982,1,511
512,1439,1932,4954,1,512
513,1439,281,5038,1,513
514,1439,4975,1038,1,514
515,1439,5038,2284,1,515
516,1439,6255,1038,1,516
517,1439,1038,3276,1,517
518,1439,2661,6255,1,518
519,1439,5004,6255,1,519
520,1439,6420,2065,1,520
521,1439,5028,281,1,521
522,1439,1742,6255,1,522
523,1439,1038,6255,1,523
524,1439,5028,1684,1,524
525,1439,5004,5741,1,525
526,1439,3444,6255,1,526
527,1439,2284,5004,1,527
528,1439,5004,6255,1,528
529,1439,1038,6255,1,529
530,1439,5004,2284,1,530
531,1439,3440,6420,1,531
532,1439,1038,5028,1,532
533,1439,2284,6255,1,533
534,1439,5028,2065,1,534
535,1439,4263,5038,1,535
536,1439,5038,4945,1,536
537,1439,5028,1038,1,537
538,1439,2065,5028,1,538
539,1439,2065,6255,1,539
540,1439,5028,1684,1,540
541,1439,2465,1038,1,541
542,1439,1090,6300,1,542
543,1439,1038,5741,1,543
544,1439,2065,1038,1,544
545,1439,2065,1038,1,545
546,1439,281,6420,1,546
547,1439,6255,1742,1,547
548,1439,5038,4074,1,548
549,1439,1932,6255,1,549
550,1439,1038,2185,1,550
551,1439,6255,5028,1,551
552,1439,6198,4954,1,552
553,1439,2284,5004,1,553
554,1559,5302,5004,1,554
555,1559,1038,6255,1,555
556,1559,2284,2982,1,556
557,1559,6255,2065,1,557
558,1559,1038,5004,1,558
559,1559,6300,2982,1,559
560,1559,184,6255,1,560
561,1559,5038,2065,1,561
562,1559,2284,5004,1,562
563,1559,269,1038,1,563
564,1559,6255,1742,1,564
565,1559,6255,1038,1,565
566,1559,6255,3079,1,566
567,1559,5004,448,1,567
568,1559,2065,1038,1,568
569,1559,2065,6255,1,569
570,1559,5038,4830,1,570
571,1559,2156,5038,1,571
572,1559,2284,5004,1,572
573,1559,6420,281,1,573
574,1559,2661,1090,1,574
575,1559,1038,5535,1,575
576,1559,5004,739,1,576
577,1559,5494,1069,1,577
578,1559,5741,2661,1,578
579,1559,6255,1008,1,579
580,1559,6255,6255,1,580
581,1559,281,6420,1,581
582,1559,5038,5369,1,582
583,1559,1038,5369,1,583
584,1559,6255,6420,1,584
585,1559,6255,4389,1,585
586,1559,5004,1932,1,586
587,1559,2982,6187,1,587
588,1559,5028,6166,1,588
589,1559,5004,43,1,589
590,1559,5038,1038,1,590
591,1559,6255,1932,1,591
592,1559,4945,5038,1,592
593,1559,2065,2065,1,593
594,1559,6255,2982,1,594
595,1559,2284,5004,1,595
596,1559,2065,5004,1,596
597,1559,1684,5038,1,597
598,1559,6255,4644,1,598
599,1559,281,5038,1,599
600,1559,5028,4859,1,600
601,1559,5004,2065,1,601
602,1559,6420,2065,1,602
603,1559,5699,6420,1,603
604,1559,1858,5004,1,604
605,1559,4868,5028,1,605
606,1559,3129,5004,1,606
607,1559,5038,5535,1,607
608,1559,300,6255,1,608
609,1559,5535,4954,1,609
610,1559,184,6255,1,610
611,1559,5028,1038,1,611
612,1559,5038,2284,1,612
613,1559,6255,300,1,613
614,1559,6255,2065,1,614
615,1559,5038,1038,1,615
616,1559,1038,1038,1,616
617,1559,281,5028,1,617
618,1559,6300,5004,1,618
619,1679,5028,1684,1,619
620,1679,3079,6255,1,620
621,1679,6255,1038,1,621
622,1679,281,6255,1,622
623,1679,3969,6255,1,623
624,1679,1038,2284,1,624
625,1679,5004,2065,1,625
626,1679,2661,2661,1,626
627,1679,1038,1090,1,627
628,1679,1069,5494,1,628
629,1679,6255,2065,1,629
630,1679,2661,5004,1,630
631,1679,1038,5741,1,631
632,1679,4074,5038,1,632
633,1679,5763,2284,1,633
634,1679,5028,2065,1,634
635,1679,6363,5038,1,635
636,1679,5004,5535,1,636
637,1679,5028,6255,1,637
638,1679,3206,4353,1,638
639,1679,5028,2284,1,639
640,1679,6420,3440,1,640
641,1679,3079,6255,1,641
642,1679,5038,4074,1,642
643,1679,5004,2144,1,643
644,1679,5004,2982,1,644
645,1679,6420,1557,1,645
646,1679,4975,6255,1,646
647,1679,5028,1038,1,647
648,1679,3969,1038,1,648
649,1679,1038,5038,1,649
650,1679,2284,5038,1,650
651,1679,6255,6255,1,651
652,1679,1038,89,1,652
653,1679,4868,2245,1,653
654,1679,6255,5028,1,654
655,1679,2065,4945,1,655
656,1679,281,5038,1,656
657,1679,1684,5038,1,657
658,1679,1858,43,1,658
659,1679,5038,1038,1,659
660,1679,5004,2982,1,660
661,1679,2982,5028,1,661
662,1679,5004,5741,1,662
663,1679,1038,3969,1,663
664,1679,2156,6255,1,664
665,1679,5038,4263,1,665
666,1679,6255,6255,1,666
667,1679,5038,281,1,667
668,1679,5038,4830,1,668
669,1679,6255,2156,1,669
670,1679,1932,6255,1,670
671,1679,6255,2661,1,671
672,1679,6255,6255,1,672
673,1679,1090,6300,1,673
674,1679,1038,2284,1,674
675,1679,1090,3440,1,675
676,1679,3079,6255,1,676
677,1679,6255,4353,1,677
678,1679,1038,2065,1,678
679,1679,2982,6255,1,679
680,1679,2284,6255,1,680
681,1679,5535,6255,1,681
682,1679,6420,3440,1,682
683,1679,6255,2982,1,683
684,1679,6255,5028,1,684
685,1679,5004,5059,1,685
686,1799,2982,6187,1,686
687,1799,2982,1932,1,687
688,1799,2465,5028,1,688
689,1799,6170,6255,1,689
690,1799,2065,6420,1,690
691,1799,5028,4176,1,691
692,1799,1932,2982,1,692
693,1799,5535,5038,1,693
694,1799,6255,2284,1,694
695,1799,6420,3440,1,695
696,1799,2065,6255,1,696
697,1799,6255,300,1,697
698,1799,5494,1069,1,698
699,1799,5004,883,1,699
700,1799,6255,1038,1,700
701,1799,5038,2284,1,701
702,1799,5535,5038,1,702
703,1799,1038,5038,1,703
704,1799,6420,2065,1,704
705,1799,6255,2465,1,705
706,1799,5038,2156,1,706
707,1799,1858,5028,1,707
708,1799,5741,2661,1,708
709,1799,2982,5004,1,709
710,1799,5004,2065,1,710
711,1799,3969,6255,1,711
712,1799,6187,6255,1,712
713,1799,4353,6255,1,713
714,1799,5028,1684,1,714
715,1799,1069,5494,1,715
716,1799,2982,2661,1,716
717,1799,1038,2465,1,717
718,1799,2065,6255,1,718
719,1799,5004,2661,1,719
720,1799,4644,6255,1,720
721,1799,4353,6255,1,721
722,1799,2465,5028,1,722
723,1799,5038,2156,1,723
724,1799,2065,6255,1,724
725,1799,4830,5038,1,725
726,1799,6255,2065,1,726
727,1799,5028,6255,1,727
728,1799,4271,5028,1,728
729,1799,1090,2661,1,729
730,1799,2065,2065,1,730
731,1799,6255,2465,1,731
732,1799,5038,2465,1,732
733,1799,6255,6321,1,733
734,1799,2065,5028,1,734
735,1799,4954,5028,1,735
736,1799,5038,4945,1,736
737,1799,6255,2065,1,737
738,1799,5004,3340,1,738
739,1799,2065,6420,1,739
740,1799,5038,4074,1,740
741,1799,2065,6420,1,741
742,1799,231,1038,1,742
743,1799,6166,5028,1,743
744,1799,6420,1557,1,744
745,1799,2661,4868,1,745
746,1799,5038,6363,1,746
747,1799,6255,5028,1,747
748,1799,6420,3440,1,748
749,1799,2065,6420,1,749
750,1799,4756,5004,1,750
751,1799,4830,5038,1,751
752,1799,2284,1038,1,752
753,1799,6255,4353,1,753
754,1799,2065,6255,1,754
755,1799,1932,6255,1,755
756,1799,6420,2065,1,756
757,1799,1008,5004,1,757
758,1799,5038,1038,1,758
759,1799,4214,5004,1,759
760,1799,6255,2284,1,760
761,1799,883,2661,1,761
762,1799,2156,5038,1,762
763,1919,5038,6363,1,763
764,1919,6255,1008,1,764
765,1919,6255,1038,1,765
766,1919,6255,4353,1,766
767,1919,1742,6255,1,767
768,1919,6255,6170,1,768
769,1919,5535,5004,1,769
770,1919,5302,5004,1,770
771,1919,1038,2221,1,771
772,1919,5004,5741,1,772
773,1919,1038,5038,1,773
774,1919,5004,2216,1,774
775,1919,528,2661,1,775
776,1919,5028,1684,1,776
777,1919,1858,5028,1,777
778,1919,5898,5028,1,778
779,1919,1069,5494,1,779
780,1919,4389,6255,1,780
781,1919,281,6420,1,781
782,1919,5028,1684,1,782
783,1919,5038,4830,1,783
784,1919,5741,2661,1,784
785,1919,2065,5028,1,785
786,1919,5004,5741,1,786
787,1919,5004,5302,1,787
788,1919,1742,6255,1,788
789,1919,1038,1038,1,789
790,1919,1684,5028,1,790
791,1919,5741,2661,1,791
792,1919,5004,5535,1,792
793,1919,2661,43,1,793
794,1919,5028,1684,1,794
795,1919,5741,1932,1,795
796,1919,43,2890,1,796
797,1919,2065,5038,1,797
798,1919,6255,1038,1,798
799,1919,2065,6255,1,799
800,1919,1038,5741,1,800
801,1919,1090,6300,1,801
802,1919,2284,5028,1,802
803,1919,6255,2156,1,803
804,1919,2284,43,1,804
805,1919,4945,1038,1,805
806,1919,5494,1069,1,806
807,1919,2065,2661,1,807
808,1919,4214,5004,1,808
809,1919,6420,1557,1,809
810,1919,2065,5004,1,810
811,1919,5369,5038,1,811
812,1919,1090,6300,1,812
813,1919,5038,2284,1,813
814,1919,1038,5028,1,814
815,1919,1742,6255,1,815
816,1919,2890,1038,1,816
817,1919,5038,2465,1,817
818,1919,2065,1038,1,818
819,1919,6255,2245,1,819
820,1919,3969,1038,1,820
821,1919,5038,1038,1,821
822,1919,4353,6255,1,822
823,1919,1038,5028,1,823
824,1919,1038,2661,1,824
825,1919,2245,6255,1,825
826,1919,5059,5004,1,826
827,1919,2284,6255,1,827
828,1919,5038,4263,1,828
829,1919,5369,5038,1,829
830,1919,6420,2065,1,830
831,1919,6300,1090,1,831
832,1919,5302,5004,1,832
833,2039,5028,2065,1,833
834,2039,2065,5028,1,834
835,2039,6255,6420,1,835
836,2039,5004,5535,1,836
837,2039,1858,1038,1,837
838,2039,4945,1038,1,838
839,2039,5038,1038,1,839
840,2039,5028,1038,1,840
841,2039,5494,1069,1,841
842,2039,6255,2065,1,842
843,2039,6255,2156,1,843
844,2039,2982,6300,1,844
845,2039,1038,6255,1,845
846,2039,5028,4176,1,846
847,2039,5038,4074,1,847
848,2039,1038,6498,1,848
849,2039,1038,281,1,849
850,2039,5038,2237,1,850
851,2039,6255,2284,1,851
852,2039,1038,1038,1,852
853,2039,5004,1932,1,853
854,2039,2156,5004,1,854
855,2039,2284,5038,1,855
856,2039,43,5494,1,856
857,2039,6498,1038,1,857
858,2039,1932,5004,1,858
859,2039,3466,5741,1,859
860,2039,5004,2982,1,860
861,2039,1557,6420,1,861
862,2039,2065,5028,1,862
863,2039,5741,5004,1,863
864,2039,1069,5494,1,864
865,2039,1038,3276,1,865
866,2039,5004,2284,1,866
867,2039,1684,5028,1,867
868,2039,4176,5028,1,868
869,2039,5898,5028,1,869
870,2039,5004,2982,1,870
871,2039,883,43,1,871
872,2039,4954,5028,1,872
873,2039,4954,4859,1,873
874,2039,5004,2065,1,874
875,2039,2284,5004,1,875
876,2039,5038,1038,1,876
877,2039,1038,2661,1,877
878,2039,6255,5028,1,878
879,2039,5741,1932,1,879
880,2039,5028,4954,1,880
881,2039,4389,6255,1,881
882,2039,6255,2284,1,882
883,2039,6255,4644,1,883
884,2039,5028,2065,1,884
885,2039,6363,5038,1,885
886,2039,3079,6255,1,886
887,2039,5038,4830,1,887
888,2039,2279,4954,1,888
889,2039,184,6255,1,889
890,2039,5028,6255,1,890
891,2039,5004,5741,1,891
892,2039,2661,5898,1,892
893,2039,6300,1090,1,893
894,2039,2065,6420,1,894
895,2039,1008,6255,1,895
896,2039,5004,5535,1,896
897,2039,4975,1038,1,897
898,2039,1038,1038,1,898
899,2039,6300,5004,1,899
900,2039,5004,5535,1,900
901,2039,739,5004,1,901
902,2039,5038,4074,1,902
903,2039,4954,2065,1,903
904,2039,6255,4644,1,904
905,2039,1038,4886,1,905
906,2039,3289,1038,1,906
907,2039,5028,1684,1,907
908,2039,2629,5004,1,908
909,2039,6420,6255,1,909
910,2039,739,5004,1,910
911,2039,1684,5028,1,911
912,2039,2156,5004,1,912
913,2039,6255,300,1,913
914,2039,4954,1090,1,914
915,2039,5059,5004,1,915
916,2039,5004,3129,1,916
917,2039,1008,5004,1,917
918,2039,2284,5004,1,918
919,2039,43,2661,1,919
920,2039,2465,6255,1,920
921,2039,5038,281,1,921
922,2039,6255,2065,1,922
923,2039,5004,739,1,923
924,2039,2065,6255,1,924
925,2159,2221,4353,1,925
926,2159,5741,3340,1,926
927,2159,2465,6255,1,927
928,2159,6255,1038,1,928
929,2159,2065,6420,1,929
930,2159,5038,4945,1,930
931,2159,43,5535,1,931
932,2159,5028,1038,1,932
933,2159,6255,5038,1,933
934,2159,5028,1684,1,934
935,2159,281,1038,1,935
936,2159,2284,1038,1,936
937,2159,2982,5004,1,937
938,2159,1038,3969,1,938
939,2159,2156,5038,1,939
940,2159,4389,6255,1,940
941,2159,6255,4389,1,941
942,2159,2982,5535,1,942
943,2159,5038,2156,1,943
944,2159,6170,6255,1,944
945,2159,2284,5898,1,945
946,2159,2065,6255,1,946
947,2159,4176,5028,1,947
948,2159,3079,5028,1,948
949,2159,2065,6255,1,949
950,2159,5038,5535,1,950
951,2159,1008,6255,1,951
952,2159,6255,2284,1,952
953,2159,6255,1008,1,953
954,2159,2982,1038,1,954
955,2159,1069,5494,1,955
956,2159,6255,6255,1,956
957,2159,4049,1932,1,957
958,2159,1008,6255,1,958
959,2159,2982,6255,1,959
